appname,event,timestamp
系统桌面,32,1605095948326
系统桌面,32,1605095949333
系统桌面,32,1605095949384
系统桌面,32,1605095956616
系统桌面,32,1605095956628
系统桌面,32,1605095956642
系统桌面,32,1605095957359
系统桌面,32,1605095957402
系统桌面,32,1605095958170
系统桌面,32,1605095958194
系统桌面,32,1605095958205
系统桌面,32,1605095958590
系统桌面,32,1605095958601
系统桌面,1,1605095959010
用户行为,32,1605095959030
系统桌面,32,1605095959267
系统桌面,32,1605095959280
用户行为,32,1605095959384
用户行为,1,1605095960772
用户行为,1,1605095961238
用户行为,1,1605095962326
用户行为,1,1605095963507
设置,32,1605095963597
设置,1,1605095964791
设置,32,1605095964878
设置,1,1605095969803
系统桌面,32,1605095969845
设置,32,1605095971505
设置,32,1605095971530
设置,1,1605095972362
设置,32,1605095972400
设置,32,1605095973783
设置,32,1605095976960
设置,32,1605095976983
设置,32,1605095977596
设置,32,1605095977620
系统桌面,32,1605095977995
系统桌面,32,1605095978515
系统桌面,1,1605095978646
应用预测,32,1605095978743
应用预测,32,1605095978750
应用预测,1,1605095984551
应用预测,32,1605095984554
应用预测,32,1605095985346
系统 UI,32,1605096105551
系统 UI,32,1605096105576
系统 UI,32,1605096105602
万象息屏,32,1605096105888
Android 系统,32,1605096278598
系统 UI,32,1605096279013
小米画报,32,1605096279446
系统 UI,32,1605096280469
系统 UI,32,1605096280484
应用预测,32,1605096281311
应用预测,32,1605096281749
设置,32,1605096281796
设置,32,1605096281846
应用预测,32,1605096283346
系统桌面,32,1605096283685
系统桌面,32,1605096283710
系统桌面,32,1605096284770
系统桌面,2,1605096286575
系统桌面,1,1605096287740
系统桌面,1,1605096290351
应用预测,32,1605096290421
应用预测,32,1605096290438
应用预测,1,1605096290985
应用预测,1,1605096293877
设置,32,1605096294015
设置,1,1605096296573
设置,32,1605096296657
设置,1,1605096299951
设置,32,1605096300006
设置,32,1605096300936
设置,32,1605096302057
设置,32,1605096302073
设置,32,1605096302087
设置,32,1605096304497
设置,32,1605096304512
应用预测,32,1605096305287
应用预测,1,1605096306180
应用预测,32,1605096306206
设置,32,1605096332560
设置,32,1605096332722
设置,32,1605096332747
设置,32,1605096333308
设置,32,1605096333330
应用预测,32,1605096334851
应用预测,1,1605096339224
应用预测,32,1605096339231
应用预测,1,1605096364182
应用预测,32,1605096364189
应用预测,32,1605096365029
应用预测,1,1605096366929
应用预测,1,1605096368002
设置,32,1605096368093
设置,32,1605096387246
设置,32,1605096387333
设置,32,1605096387357
设置,32,1605096387871
设置,32,1605096387899
应用预测,32,1605096388606
应用预测,1,1605096390202
应用预测,32,1605096390204
应用预测,1,1605096395692
应用预测,1,1605096396851
应用预测,32,1605096396853
应用预测,32,1605096397582
应用预测,1,1605096407679
应用预测,1,1605096411623
系统桌面,32,1605096412400
系统桌面,32,1605096412427
系统桌面,32,1605096413010
系统桌面,1,1605096418670
系统桌面,32,1605096418774
系统桌面,32,1605096418794
拼多多,32,1605096418871
拼多多,32,1605096419054
系统桌面,32,1605096421920
系统桌面,32,1605096421957
系统桌面,32,1605096422471
系统桌面,1,1605096422644
应用预测,32,1605096422757
应用预测,32,1605096422763
应用预测,1,1605096424075
应用预测,32,1605096424080
应用预测,32,1605096424805
应用预测,1,1605096427055
应用预测,1,1605096429693
应用预测,1,1605096432437
应用预测,1,1605096446632
应用预测,1,1605096459628
应用预测,1,1605096465757
应用预测,1,1605096471151
应用预测,1,1605096474227
应用预测,1,1605096483507
应用预测,1,1605096484471
系统 UI,32,1605096604543
系统 UI,32,1605096604559
系统 UI,32,1605096604582
系统 UI,32,1605096604602
万象息屏,32,1605096604918
Android 系统,32,1605097064857
应用预测,32,1605097064928
系统桌面,32,1605097065280
应用预测,32,1605097065309
设置,1,1605097659456
设置,32,1605097659473
设置,32,1605097659500
设置,1,1605097660044
设置,32,1605097660081
设置,32,1605097660105
设置,1,1605097660677
应用预测,32,1605097660707
应用预测,1,1605097662319
应用预测,32,1605097662404
应用预测,1,1605097664908
应用预测,32,1605097664914
应用预测,32,1605097666058
应用预测,1,1605097667284
系统桌面,32,1605097668994
系统桌面,32,1605097669018
系统桌面,32,1605097669640
设置,32,1605097669669
设置,32,1605097669692
系统桌面,32,1605097670076
系统桌面,32,1605097670105
系统桌面,32,1605097670635
系统桌面,1,1605097672487
拼多多,32,1605097672520
系统桌面,32,1605097673859
系统桌面,32,1605097673897
拼多多,32,1605097674317
系统桌面,32,1605097679075
系统桌面,32,1605097679125
系统桌面,32,1605097679354
系统桌面,32,1605097679802
系统桌面,1,1605097686052
系统桌面,32,1605097686687
系统桌面,32,1605097686707
支付宝,32,1605097686783
系统桌面,32,1605097689346
系统桌面,32,1605097689743
系统桌面,1,1605097690667
系统桌面,32,1605097690752
拼多多,32,1605097690811
系统桌面,32,1605097690869
拼多多,32,1605097691119
系统桌面,32,1605097692812
系统桌面,32,1605097692865
系统桌面,32,1605097693424
系统桌面,1,1605097693886
系统桌面,32,1605097694009
系统桌面,32,1605097694012
应用预测,32,1605097694014
应用预测,1,1605097695115
应用预测,1,1605097696242
应用预测,32,1605097696247
应用预测,32,1605097697287
应用预测,1,1605097717527
应用预测,1,1605097720767
系统 UI,32,1605097841010
系统 UI,32,1605097841017
系统 UI,32,1605097841021
系统 UI,32,1605097841034
万象息屏,32,1605097841329
Android 系统,32,1605097890216
应用预测,32,1605097890359
系统桌面,32,1605097890639
应用预测,32,1605097890673
应用预测,1,1605097931780
应用预测,1,1605097933009
应用预测,1,1605097934310
应用预测,1,1605097938613
应用预测,1,1605097940025
系统 UI,32,1605098093704
系统 UI,32,1605098093712
系统 UI,32,1605098093723
系统 UI,32,1605098093747
万象息屏,32,1605098094089
设置,32,1605101794974
设置,32,1605101796203
设置,32,1605101796226
设置,32,1605101797110
设置,32,1605101797122
应用预测,32,1605101797711
应用预测,1,1605101798924
应用预测,32,1605101798929
应用预测,1,1605101799668
系统桌面,32,1605101801058
系统桌面,32,1605101801080
系统桌面,32,1605101801742
OneNote,32,1605101801812
OneNote,32,1605101801840
系统桌面,32,1605101803561
系统桌面,32,1605101803602
系统桌面,1,1605101808818
系统桌面,32,1605101808925
系统桌面,32,1605101808940
QQ,1,1605101812850
系统桌面,32,1605101815610
系统桌面,32,1605101815652
系统桌面,32,1605101816212
系统桌面,1,1605101816335
手机管家,32,1605101816373
手机管家,32,1605101816452
系统 UI,32,1605101816497
系统 UI,32,1605101816507
系统 UI,32,1605101816528
系统 UI,32,1605101816553
微信,32,1605101817351
微信,32,1605101817463
微信,32,1605101821673
系统桌面,32,1605101827128
系统桌面,32,1605101827182
系统桌面,1,1605101831879
菜鸟,32,1605101831900
系统桌面,32,1605101832778
系统桌面,32,1605101832810
菜鸟,32,1605101833006
系统桌面,32,1605101846649
系统桌面,32,1605101846696
系统桌面,32,1605101847211
系统桌面,1,1605101848355
QQ音乐,32,1605101848404
系统桌面,32,1605101848915
系统桌面,32,1605101848963
系统桌面,32,1605101858267
系统桌面,32,1605101858325
系统桌面,1,1605101868256
支付宝,32,1605101868841
系统桌面,32,1605101868859
系统桌面,32,1605101868863
系统桌面,32,1605101871848
系统桌面,32,1605101871963
系统桌面,32,1605101872415
系统桌面,1,1605101873652
工银融e联,32,1605101873784
工银融e联,32,1605101874838
系统桌面,32,1605101875540
工银融e联,32,1605101875639
系统桌面,32,1605101875816
工银融e联,32,1605101875847
工银融e联,32,1605101876757
系统桌面,32,1605101880177
系统桌面,32,1605101880225
系统桌面,1,1605101882760
百度地图,32,1605101882839
系统桌面,32,1605101883290
系统桌面,32,1605101883312
百度地图,32,1605101883388
系统桌面,32,1605101888800
系统桌面,32,1605101888880
系统桌面,1,1605101890928
应用预测,32,1605101891203
系统桌面,32,1605101891205
应用预测,32,1605101891209
应用预测,1,1605101892611
应用预测,32,1605101892617
应用预测,32,1605101893739
应用预测,1,1605101896754
应用预测,32,1605101896759
应用预测,32,1605101897393
系统桌面,32,1605101907236
系统桌面,32,1605101907298
系统桌面,1,1605101908157
应用预测,32,1605101908241
系统桌面,32,1605101908375
系统桌面,32,1605101908399
应用预测,32,1605101908428
应用预测,1,1605101909456
应用预测,32,1605101909458
应用预测,32,1605101910221
系统桌面,32,1605101911143
系统桌面,32,1605101911175
系统桌面,32,1605101912296
系统桌面,32,1605101914314
系统桌面,32,1605101914319
应用预测,32,1605101914425
应用预测,1,1605101915268
应用预测,32,1605101915269
应用预测,32,1605101916260
应用预测,1,1605101922283
应用预测,32,1605101922288
应用预测,32,1605101923029
应用预测,1,1605101928691
应用预测,32,1605101928695
应用预测,32,1605101929703
应用预测,1,1605101932084
应用预测,32,1605101932097
应用预测,32,1605101932498
应用预测,1,1605101935857
应用预测,1,1605101937080
应用预测,1,1605101937819
应用预测,1,1605101939025
设置,32,1605101939090
设置,32,1605101939596
设置,1,1605101940604
设置,32,1605101940698
设置,32,1605101941909
设置,32,1605101941947
应用预测,32,1605101942540
应用预测,1,1605101943508
应用预测,32,1605101943511
应用预测,1,1605101944730
应用预测,1,1605101946483
应用预测,1,1605101947524
应用预测,32,1605101947531
应用预测,32,1605101948419
设置,32,1605102033546
设置,32,1605102033565
应用预测,32,1605102034857
设置,32,1605102254733
设置,32,1605102255175
设置,32,1605102255250
设置,32,1605102255284
设置,32,1605102255715
设置,32,1605102255748
应用预测,32,1605102256411
应用预测,1,1605102257889
应用预测,32,1605102257975
系统桌面,32,1605102259371
系统桌面,32,1605102259381
系统桌面,32,1605102259918
系统桌面,1,1605102261176
菜鸟,32,1605102261228
系统桌面,32,1605102262179
系统桌面,32,1605102262207
菜鸟,32,1605102262374
系统桌面,32,1605102264824
系统桌面,32,1605102264875
系统桌面,32,1605102265362
系统桌面,1,1605102265618
应用预测,32,1605102265793
应用预测,32,1605102265797
应用预测,1,1605102267797
应用预测,32,1605102267812
应用预测,32,1605102268547
应用预测,1,1605102282699
应用预测,1,1605102283992
系统 UI,32,1605102414860
系统 UI,32,1605102414862
系统 UI,32,1605102414903
万象息屏,32,1605102415310
Android 系统,32,1605102422456
应用预测,32,1605102422559
系统桌面,32,1605102422823
应用预测,32,1605102422855
系统桌面,32,1605102435637
系统 UI,32,1605102555509
系统 UI,32,1605102555522
系统 UI,32,1605102555537
系统 UI,32,1605102555552
万象息屏,32,1605102555838
Android 系统,32,1605102851664
应用预测,32,1605102851794
系统桌面,32,1605102851929
应用预测,32,1605102851985
设置,32,1605104759518
系统桌面,32,1605104759567
系统桌面,32,1605104759595
系统桌面,32,1605104760124
系统桌面,1,1605104761979
系统桌面,32,1605104762174
系统桌面,32,1605104762195
QQ音乐,32,1605104762347
QQ音乐,32,1605104762411
系统桌面,32,1605104763915
系统桌面,32,1605104763962
系统桌面,32,1605104764428
系统桌面,1,1605104764670
设置,32,1605104764707
设置,32,1605104764721
设置,32,1605104765970
设置,32,1605104766001
设置,32,1605104766339
设置,32,1605104766354
应用预测,32,1605104767042
应用预测,32,1605104767065
应用预测,1,1605104767881
系统桌面,32,1605104769153
系统桌面,32,1605104769188
系统桌面,32,1605104769742
系统桌面,1,1605104770077
QQ音乐,32,1605104770149
系统桌面,32,1605104770265
系统桌面,32,1605104770317
系统桌面,32,1605104771126
系统桌面,32,1605104771160
系统桌面,32,1605104771679
系统桌面,1,1605104771772
应用预测,32,1605104771832
应用预测,32,1605104771855
应用预测,1,1605104773295
应用预测,1,1605104774103
应用预测,1,1605104775986
应用预测,32,1605104775989
应用预测,32,1605104776739
应用预测,1,1605104786313
系统桌面,32,1605104793374
系统桌面,32,1605104793404
系统桌面,32,1605104793953
系统桌面,1,1605104796688
手机管家,32,1605104796732
系统桌面,32,1605104796796
手机管家,32,1605104796834
系统桌面,32,1605104796865
系统 UI,32,1605104796897
系统 UI,32,1605104796914
系统 UI,32,1605104796946
系统 UI,32,1605104796993
手机淘宝,32,1605104798292
手机淘宝,32,1605104799784
系统桌面,32,1605104800059
手机淘宝,32,1605104800461
系统桌面,32,1605104800818
系统桌面,32,1605104800869
系统桌面,32,1605104801365
系统桌面,1,1605104801593
应用预测,32,1605104801705
应用预测,32,1605104801713
应用预测,1,1605104802825
应用预测,1,1605104807103
应用预测,32,1605104807107
应用预测,32,1605104808672
应用预测,1,1605104813144
应用预测,1,1605104813357
系统桌面,32,1605104836767
系统桌面,32,1605104836805
系统桌面,32,1605104837347
系统桌面,1,1605104837747
系统桌面,32,1605104838007
系统桌面,32,1605104838017
QQ,32,1605104838153
QQ,1,1605104840883
系统桌面,32,1605104844782
系统桌面,32,1605104844826
系统桌面,32,1605104845383
系统桌面,1,1605104845621
应用预测,32,1605104845787
应用预测,32,1605104845795
应用预测,1,1605104847020
应用预测,32,1605104847033
应用预测,32,1605104848337
应用预测,1,1605104862798
应用预测,1,1605104871033
系统桌面,32,1605104871877
系统桌面,32,1605104871923
系统桌面,32,1605104872479
系统桌面,1,1605104875977
OneNote,32,1605104876012
系统桌面,32,1605104876463
系统桌面,32,1605104876486
OneNote,32,1605104876753
系统桌面,32,1605104876819
OneNote,32,1605104876834
系统桌面,32,1605104876911
系统桌面,1,1605104878434
OneNote,32,1605104878451
OneNote,32,1605104878627
系统桌面,32,1605104878669
系统桌面,32,1605104878700
OneNote,32,1605104878913
OneNote,32,1605104879139
系统桌面,32,1605104880100
系统桌面,32,1605104880612
系统桌面,1,1605104880809
应用预测,32,1605104880895
应用预测,32,1605104880939
应用预测,1,1605104882056
应用预测,32,1605104882061
应用预测,32,1605104882968
系统 UI,32,1605105008011
系统 UI,32,1605105008013
系统 UI,32,1605105008057
万象息屏,32,1605105008291
Android 系统,32,1605105095493
应用预测,32,1605105095612
系统桌面,32,1605105096012
应用预测,32,1605105096063
设置,32,1605106487664
设置,32,1605106489347
设置,32,1605106489376
设置,32,1605106491011
设置,32,1605106491037
应用预测,32,1605106491690
应用预测,1,1605106492765
应用预测,32,1605106492822
应用预测,1,1605106493257
设置,32,1605106504368
设置,32,1605106504390
应用预测,32,1605106506633
设置,32,1605106564293
设置,32,1605106564315
设置,32,1605106564680
设置,32,1605106564714
应用预测,32,1605106565310
应用预测,1,1605106566307
应用预测,32,1605106566357
系统桌面,32,1605106567462
系统桌面,32,1605106567480
系统桌面,32,1605106568083
系统桌面,1,1605106569543
百度,32,1605106569617
系统桌面,32,1605106570143
系统桌面,32,1605106570181
百度,32,1605106570379
系统桌面,32,1605106572484
系统桌面,32,1605106572502
系统桌面,32,1605106573106
系统桌面,1,1605106573268
应用预测,32,1605106573465
应用预测,32,1605106573482
系统桌面,32,1605106575153
系统桌面,32,1605106575194
系统桌面,32,1605106575736
系统桌面,1,1605106577039
系统桌面,32,1605106577233
Chrome,32,1605106577265
Chrome,32,1605106577358
系统桌面,32,1605106581374
系统桌面,32,1605106581415
系统桌面,32,1605106581973
系统桌面,1,1605106582233
应用预测,32,1605106582389
应用预测,32,1605106582403
系统桌面,32,1605106585933
系统桌面,32,1605106585973
系统桌面,32,1605106586741
系统桌面,1,1605106587166
系统桌面,32,1605106587366
系统桌面,32,1605106587389
QQ,32,1605106587513
系统桌面,32,1605106588717
系统桌面,32,1605106588770
系统桌面,32,1605106589334
系统桌面,1,1605106589526
应用预测,32,1605106589669
应用预测,32,1605106589676
系统桌面,32,1605106596185
系统桌面,32,1605106596229
系统桌面,32,1605106596763
系统桌面,1,1605106598911
Chrome,32,1605106599018
Chrome,32,1605106599075
系统桌面,32,1605106599990
系统桌面,32,1605106600019
系统桌面,32,1605106600529
系统桌面,1,1605106600919
应用预测,32,1605106600974
应用预测,32,1605106600986
系统桌面,32,1605106600998
系统桌面,32,1605106603863
系统桌面,32,1605106603895
系统桌面,32,1605106604413
系统桌面,1,1605106604594
QQ,32,1605106604650
QQ,32,1605106604691
系统桌面,32,1605106605508
系统桌面,32,1605106605557
系统桌面,32,1605106606131
系统桌面,1,1605106606204
应用预测,32,1605106606280
应用预测,32,1605106606291
系统桌面,32,1605106614753
系统桌面,32,1605106614789
系统桌面,32,1605106615309
系统桌面,1,1605106616206
系统桌面,32,1605106616389
系统桌面,32,1605106616407
OneNote,32,1605106616492
OneNote,32,1605106616535
系统桌面,32,1605106618121
系统桌面,32,1605106618162
系统桌面,32,1605106618729
系统桌面,1,1605106618872
应用预测,32,1605106619023
应用预测,32,1605106619045
应用预测,1,1605106646511
应用预测,1,1605106647223
系统桌面,32,1605106648734
系统桌面,32,1605106648783
系统桌面,32,1605106649372
系统桌面,1,1605106652782
阅读,32,1605106652801
智能服务,32,1605106653117
系统桌面,32,1605106653172
系统桌面,32,1605106653224
阅读,32,1605106653732
阅读,32,1605106653806
系统桌面,32,1605106655474
系统桌面,32,1605106655511
系统桌面,32,1605106656100
系统桌面,1,1605106656286
应用预测,32,1605106656419
应用预测,32,1605106656426
系统桌面,32,1605106659869
系统桌面,32,1605106659897
系统桌面,32,1605106660432
系统桌面,1,1605106661022
系统桌面,32,1605106661122
Chrome,32,1605106661156
Chrome,32,1605106661245
系统桌面,32,1605106661891
系统桌面,32,1605106661911
系统桌面,32,1605106662471
系统桌面,1,1605106662824
应用预测,32,1605106662855
应用预测,32,1605106662875
系统桌面,32,1605106662893
系统桌面,32,1605106662911
应用预测,1,1605106715839
系统桌面,32,1605106726465
系统桌面,32,1605106726504
系统桌面,32,1605106727044
系统桌面,1,1605106729494
手机管家,32,1605106729543
系统桌面,32,1605106729628
系统 UI,32,1605106729668
系统 UI,32,1605106729680
系统 UI,32,1605106729718
系统 UI,32,1605106729759
手机淘宝,32,1605106731277
手机淘宝,32,1605106731538
系统桌面,32,1605106732575
系统桌面,32,1605106732604
系统桌面,32,1605106733176
系统桌面,1,1605106733272
应用预测,32,1605106733401
应用预测,32,1605106733409
应用预测,1,1605106734526
应用预测,1,1605106739163
应用预测,1,1605106744331
系统桌面,32,1605106746192
系统桌面,32,1605106746230
系统桌面,32,1605106746763
系统桌面,1,1605106748152
系统桌面,32,1605106748669
系统桌面,32,1605106748691
系统桌面,32,1605106752081
系统桌面,32,1605106752361
系统桌面,1,1605106752926
系统桌面,32,1605106752983
应用预测,32,1605106752995
系统桌面,32,1605106753015
系统桌面,32,1605106767773
系统桌面,32,1605106767818
系统桌面,32,1605106768334
系统桌面,1,1605106772037
手机管家,32,1605106772076
系统桌面,32,1605106772161
系统 UI,32,1605106772227
系统 UI,32,1605106772240
系统 UI,32,1605106772272
系统 UI,32,1605106772308
微信,32,1605106773631
微信,32,1605106773760
系统桌面,32,1605106776701
系统桌面,32,1605106776736
系统桌面,32,1605106777337
系统桌面,1,1605106777580
应用预测,32,1605106777771
应用预测,32,1605106777785
应用预测,1,1605106795088
应用预测,1,1605106800351
系统桌面,32,1605106820342
系统桌面,32,1605106820383
系统桌面,32,1605106820946
系统桌面,1,1605106823000
系统桌面,32,1605106823082
系统桌面,32,1605106823105
支付宝,32,1605106823376
系统桌面,32,1605106825746
系统桌面,32,1605106825785
系统桌面,32,1605106826276
系统桌面,1,1605106826506
应用预测,32,1605106826625
应用预测,32,1605106826633
系统桌面,32,1605106833656
系统桌面,32,1605106833694
系统桌面,32,1605106834238
系统桌面,1,1605106837630
唯品会,32,1605106837711
系统桌面,32,1605106838213
唯品会,32,1605106838246
系统桌面,32,1605106838270
唯品会,32,1605106838986
唯品会,32,1605106839968
系统桌面,32,1605106842455
系统桌面,32,1605106842507
系统桌面,32,1605106843084
系统桌面,1,1605106843268
应用预测,32,1605106843456
应用预测,32,1605106843462
应用预测,1,1605106847010
应用预测,32,1605106847021
应用预测,32,1605106848366
系统桌面,32,1605106864427
系统桌面,32,1605106864464
系统桌面,32,1605106865021
系统桌面,1,1605106866611
应用商店,32,1605106866651
系统桌面,32,1605106866877
系统桌面,32,1605106866915
应用商店,32,1605106866945
智能服务,32,1605106867333
智能服务,1,1605106869775
应用商店,32,1605106869858
智能服务,1,1605106869904
应用商店,32,1605106872230
系统桌面,32,1605106874441
系统桌面,32,1605106874489
系统桌面,32,1605106875012
系统桌面,1,1605106875366
系统桌面,32,1605106875496
系统桌面,32,1605106875499
应用预测,32,1605106875507
应用预测,32,1605106875523
设置,32,1605106889308
设置,32,1605106889364
应用预测,32,1605106890772
设置,32,1605106936758
设置,32,1605106936780
设置,32,1605106937189
设置,32,1605106937217
应用预测,32,1605106938012
应用预测,1,1605106939301
应用预测,32,1605106939306
系统桌面,32,1605106949171
系统桌面,32,1605106949198
系统桌面,32,1605106949787
系统桌面,1,1605106952303
哔哩哔哩,32,1605106952366
手机管家,32,1605106953038
系统桌面,32,1605106953383
系统桌面,32,1605106953412
哔哩哔哩,32,1605106953486
系统桌面,32,1605106958123
系统桌面,32,1605106958178
系统桌面,32,1605106958688
系统桌面,1,1605106959132
应用预测,32,1605106959321
系统桌面,32,1605106959325
系统桌面,32,1605106959327
应用预测,32,1605106959329
系统桌面,32,1605106962205
系统桌面,32,1605106962248
系统桌面,32,1605106962776
系统桌面,1,1605106967399
系统桌面,32,1605106967525
Chrome,32,1605106967571
Chrome,32,1605106967712
系统桌面,32,1605106974460
系统桌面,32,1605106974505
系统桌面,32,1605106975027
系统桌面,1,1605106986140
系统桌面,32,1605106986278
QQ音乐,32,1605106986335
系统桌面,32,1605106986357
QQ音乐,32,1605106986438
QQ音乐,32,1605106986503
QQ音乐,32,1605106991662
系统桌面,32,1605106999072
系统桌面,32,1605106999115
系统桌面,32,1605106999600
系统桌面,1,1605106999920
应用预测,32,1605107000099
应用预测,32,1605107000104
应用预测,1,1605107011884
应用预测,1,1605107014094
系统桌面,32,1605107027610
系统桌面,32,1605107027656
系统桌面,32,1605107028222
系统桌面,1,1605107042543
文件管理,32,1605107042586
系统桌面,32,1605107043137
系统桌面,32,1605107043166
文件管理,32,1605107043281
系统桌面,32,1605107047350
系统桌面,32,1605107047391
系统桌面,32,1605107047863
系统桌面,1,1605107048122
应用预测,32,1605107048265
应用预测,32,1605107048272
系统桌面,32,1605107054020
系统桌面,32,1605107054058
系统桌面,32,1605107054588
系统桌面,1,1605107055405
系统桌面,32,1605107055544
系统桌面,32,1605107055554
微信,32,1605107055652
微信,32,1605107057631
微信,2,1605107066112
微信,32,1605107066140
微信,32,1605107072486
系统 UI,32,1605107193365
系统 UI,32,1605107193373
系统 UI,32,1605107193413
万象息屏,32,1605107193666
Android 系统,32,1605107279471
手机管家,32,1605107279593
系统桌面,32,1605107280029
系统 UI,32,1605107280065
系统 UI,32,1605107280084
系统 UI,32,1605107280110
系统 UI,32,1605107280155
微信,32,1605107281039
系统桌面,32,1605107282497
系统桌面,32,1605107282530
系统桌面,32,1605107283074
系统桌面,1,1605107286073
应用预测,32,1605107286344
应用预测,32,1605107286362
系统 UI,32,1605107406281
系统 UI,32,1605107406303
系统 UI,32,1605107406336
万象息屏,32,1605107406644
Android 系统,32,1605107549046
应用预测,32,1605107549214
系统桌面,32,1605107549623
应用预测,32,1605107549658
系统桌面,32,1605107555886
系统桌面,32,1605107555967
系统桌面,32,1605107556520
系统桌面,1,1605107559293
相机,32,1605107559329
系统桌面,32,1605107559984
系统桌面,32,1605107560021
系统桌面,32,1605107563335
系统桌面,32,1605107563403
系统桌面,1,1605107564764
手机管家,32,1605107564802
手机管家,32,1605107564885
系统 UI,32,1605107564912
系统桌面,32,1605107564941
相册,32,1605107565695
相册,32,1605107565777
相册,32,1605107568579
相册,32,1605107570094
相册,32,1605107571800
系统桌面,32,1605107572555
系统桌面,32,1605107572589
系统桌面,1,1605107589972
百度网盘,32,1605107590011
百度网盘,32,1605107590816
系统桌面,32,1605107590890
系统桌面,32,1605107590904
百度网盘,32,1605107591127
百度网盘,32,1605107591343
百度网盘,32,1605107591513
百度网盘,32,1605107591757
系统桌面,32,1605107598243
系统桌面,32,1605107598266
系统桌面,1,1605107608226
应用预测,32,1605107608424
系统桌面,32,1605107608427
系统桌面,32,1605107608428
应用预测,32,1605107608430
系统桌面,32,1605107639848
系统桌面,32,1605107639888
系统桌面,32,1605107640443
系统桌面,32,1605107646080
系统桌面,32,1605107646123
系统桌面,32,1605107646153
系统桌面,32,1605107646226
系统桌面,1,1605107650438
中国银行,32,1605107650512
中国银行,32,1605107651838
系统桌面,32,1605107654511
中国银行,32,1605107655443
中国银行,1,1605107657292
中国银行,32,1605107657394
搜狗输入法小米版,32,1605107658050
中国银行,32,1605107659268
中国银行,32,1605107660268
中国银行,1,1605107661051
中国银行,32,1605107661188
中国银行,32,1605107661196
中国银行,32,1605107661387
中国银行,32,1605107661423
中国银行,32,1605107662233
系统 UI,32,1605107662266
系统 UI,32,1605107662310
系统 UI,32,1605107662326
系统 UI,32,1605107662359
中国银行,32,1605107663177
中国银行,32,1605107664730
中国银行,32,1605107666240
中国银行,1,1605107667378
中国银行,32,1605107667415
中国银行,1,1605107670290
中国银行,1,1605107676962
中国银行,1,1605107679097
搜狗输入法小米版,32,1605107679154
中国银行,1,1605107682302
中国银行,1,1605107682734
中国银行,1,1605107683653
搜狗输入法小米版,32,1605107683692
中国银行,1,1605107687110
中国银行,1,1605107696494
中国银行,1,1605107708750
中国银行,1,1605107712082
中国银行,1,1605107717205
中国银行,1,1605107718783
中国银行,1,1605107726397
中国银行,32,1605107732218
中国银行,32,1605107732242
中国银行,32,1605107732911
中国银行,32,1605107732966
中国银行,32,1605107732983
系统桌面,32,1605107737304
系统桌面,32,1605107737333
系统桌面,32,1605107737914
系统桌面,32,1605107738980
系统桌面,1,1605107746594
应用预测,32,1605107746706
系统桌面,32,1605107746709
应用预测,32,1605107746714
系统桌面,32,1605107751768
系统桌面,32,1605107751807
系统桌面,32,1605107752352
系统桌面,1,1605107754934
系统桌面,32,1605107755251
系统桌面,32,1605107755260
支付宝,32,1605107755295
支付宝,1,1605107757506
支付宝,32,1605107757570
支付宝,32,1605107757646
系统 UI,32,1605107757688
系统 UI,32,1605107757744
系统 UI,32,1605107757782
支付宝,32,1605107759462
支付宝,32,1605107759496
支付宝,32,1605107761826
支付宝,32,1605107769071
系统桌面,32,1605107775203
支付宝,32,1605107776968
支付宝,32,1605107779136
支付宝,32,1605107779336
支付宝,32,1605107779906
支付宝,32,1605107781056
支付宝,32,1605107781092
支付宝,32,1605107783265
支付宝,32,1605107786717
支付宝,32,1605107786750
支付宝,32,1605107788127
支付宝,32,1605107791601
支付宝,32,1605107805921
搜狗输入法小米版,32,1605107808970
支付宝,32,1605107811400
支付宝,32,1605107811470
支付宝,32,1605107811491
支付宝,1,1605107813335
支付宝,32,1605107813440
支付宝,32,1605107813456
系统 UI,32,1605107813508
系统 UI,32,1605107813510
系统 UI,32,1605107813548
支付宝,32,1605107815159
支付宝,32,1605107817208
系统桌面,32,1605107820487
支付宝,32,1605107820934
支付宝,32,1605107820979
支付宝,32,1605107822749
支付宝,32,1605107822840
支付宝,1,1605107826445
支付宝,32,1605107826529
支付宝,32,1605107828648
支付宝,32,1605107828748
支付宝,32,1605107829299
支付宝,32,1605107829338
系统桌面,32,1605107830898
系统桌面,32,1605107831242
系统桌面,32,1605107831318
系统桌面,1,1605107834720
老虎证券Tiger Trade,32,1605107834753
系统桌面,32,1605107835619
系统桌面,32,1605107835644
老虎证券Tiger Trade,1,1605107839017
老虎证券Tiger Trade,32,1605107839042
老虎证券Tiger Trade,32,1605107839970
老虎证券Tiger Trade,32,1605107845394
系统桌面,32,1605107857956
系统桌面,32,1605107858001
系统桌面,32,1605107858526
系统桌面,1,1605107859504
Chrome,32,1605107859722
系统桌面,32,1605107859739
Chrome,32,1605107859782
搜狗输入法小米版,32,1605107861851
系统桌面,32,1605107872710
系统桌面,32,1605107872751
系统桌面,32,1605107873308
系统桌面,1,1605107873698
系统桌面,32,1605107873886
系统桌面,32,1605107873890
应用预测,32,1605107873893
应用预测,1,1605107899768
搜狗输入法小米版,32,1605107901282
设置,32,1605108172533
设置,32,1605108172561
设置,32,1605108172955
设置,32,1605108172988
应用预测,32,1605108173948
